Disaster_ID,Magnitude,Fatalities,Economic_Loss($),Year,Month,Day,DayOfYear,Disaster_Type_Encoded,Location_Encoded
1046,8.497744042,2954,400717266.2,2024,2,13,44,4,4
1047,9.289323148,3120,343780022.3,2024,2,13,44,3,2
1048,4.245377035,1611,780862718.3,2024,2,13,44,2,2
1049,7.333569095,3932,615881937.7,2024,2,13,44,4,2
1050,8.43205268,8479,178770951.4,2024,2,13,44,0,0
1051,3.88201192,8345,25100753.29,2024,2,13,44,4,0
1052,8.848664711,943,160122756.2,2024,2,13,44,0,2
1053,8.244131056,5569,869166779.4,2024,2,13,44,3,5
1054,9.16850446,157,437728516.5,2024,2,13,44,3,2
1055,4.799954947,6392,578923327,2024,2,13,44,1,5
1056,9.577591023,367,575309979.3,2024,2,13,44,2,2
1057,5.330365349,7232,82902977.68,2024,2,14,45,3,5
1058,5.383749455,2553,671675473.7,2024,2,14,45,0,2
1059,9.346149879,8581,688980458,2024,2,14,45,0,4
1060,3.985797834,1850,245174393.6,2024,2,14,45,0,5
1061,8.250400361,5270,834616751.1,2024,2,14,45,3,1
1062,3.899451064,6726,70007157.36,2024,2,14,45,0,0
1063,2.387973032,6389,164171316.5,2024,2,14,45,2,5
1064,3.977879729,4367,175419868.1,2024,2,14,45,0,0
1065,4.566206437,416,55421890.75,2024,2,14,45,4,4
1066,5.986626765,9222,735222622.6,2024,2,14,45,2,4
1067,1.463830937,6007,559944004.5,2024,2,14,45,1,4
1068,4.791549029,7677,651415116.2,2024,2,14,45,1,3
1069,3.961150492,4231,94693380.61,2024,2,14,45,3,5
1070,9.137527767,6434,901922340.2,2024,2,14,45,3,0
1071,8.975072834,9735,270803142.6,2024,2,14,45,1,0
1072,5.822553102,2967,808020548.3,2024,2,14,45,0,5
1073,7.188254892,9692,326573847.2,2024,2,14,45,1,3
1074,5.385595099,1896,208275853.4,2024,2,14,45,1,5
1075,1.819391808,5117,597985671.4,2024,2,14,45,3,5
1076,8.101660308,7364,7584720.953,2024,2,14,45,1,2
1077,6.83258575,9494,837059541.1,2024,2,14,45,0,2
1078,2.611837331,7649,550951340.1,2024,2,14,45,0,3
1079,3.314426436,7605,308962230.1,2024,2,14,45,1,2
1080,6.902499483,8067,921619407.1,2024,2,14,45,2,3
1081,3.553247163,1697,696133273.7,2024,2,15,46,2,0
1082,1.157386346,951,156463180.3,2024,2,15,46,2,4
1083,9.250742402,8327,361955937.5,2024,2,15,46,4,3
1084,2.434046941,4140,303872158,2024,2,15,46,4,5
1085,6.603277503,6887,489733762.3,2024,2,15,46,2,2
1086,4.913074461,1414,357052476.2,2024,2,15,46,4,3
1087,7.89563377,6716,470902834.6,2024,2,15,46,2,3
1088,2.351820181,7478,617042694.9,2024,2,15,46,1,5
1089,8.483194537,4048,536308373.2,2024,2,15,46,3,2
1090,1.784087719,2775,177835587.4,2024,2,15,46,1,0
1091,7.385123308,9089,139520826.5,2024,2,15,46,0,3
1092,7.73291284,3065,407590243.1,2024,2,15,46,2,1
1093,1.667299587,5861,471995125.8,2024,2,15,46,3,2
1094,7.750149806,2210,215899842.1,2024,2,15,46,1,0
1095,7.888726106,7670,849374448.1,2024,2,15,46,4,5
1096,1.299505157,2631,732786411.8,2024,2,15,46,4,0
1097,9.306754642,610,286770217.9,2024,2,15,46,0,0
1098,5.812972327,8782,650286538.2,2024,2,15,46,1,2
1099,2.486286086,1341,655959010,2024,2,15,46,3,1
1100,4.599581043,4468,588369197.1,2024,2,15,46,1,4
1101,6.867873135,3727,794956954.9,2024,2,15,46,4,3
1102,4.207998422,8171,39489088.77,2024,2,15,46,3,5
1103,9.646656939,3573,434906210.1,2024,2,15,46,2,5
1104,8.928854884,6766,147990563.7,2024,2,15,46,0,5
1105,8.510292743,66,84334344.94,2024,2,16,47,4,2
1106,7.36250255,8366,667411973.8,2024,2,16,47,1,0
1107,8.929926614,2101,659602811.8,2024,2,16,47,4,5
1108,8.825795181,7189,834296699.5,2024,2,16,47,2,1
1109,7.566063403,4139,425724857.9,2024,2,16,47,1,0
1110,5.139382646,9659,372301457.5,2024,2,16,47,2,1
1111,4.624709408,8023,162082264.5,2024,2,16,47,3,3
1112,1.64265238,6119,343716451.8,2024,2,16,47,2,3
1113,6.328730387,8500,268104566.6,2024,2,16,47,1,5
1114,7.834460399,1586,703096992.9,2024,2,16,47,0,5
1115,5.741132438,1739,94779745.7,2024,2,16,47,4,4
1116,9.71313445,5225,591045326.5,2024,2,16,47,0,4
1117,5.870120287,7011,884248901.3,2024,2,16,47,4,2
1118,3.941217637,4237,708960836.3,2024,2,16,47,3,1
1119,6.134309132,1562,238664291,2024,2,16,47,2,0
1120,4.541297878,8011,344298541.4,2024,2,16,47,0,4
1121,9.063846413,5124,643857606,2024,2,16,47,0,1
1122,1.895541323,4558,283218609.9,2024,2,16,47,4,5
1123,3.208507979,9715,108332371.8,2024,2,16,47,2,3
1124,1.587249176,4033,248318956.2,2024,2,16,47,2,4
1125,8.333268098,3591,690392925.6,2024,2,16,47,3,2
1126,1.21800279,8469,941156131.7,2024,2,16,47,3,5
1127,1.249585868,7634,879345351,2024,2,16,47,1,5
1128,1.97136788,6793,878449968.9,2024,2,16,47,0,5
1129,2.5342896,807,287812514.3,2024,2,17,48,2,1
1130,5.659587635,1759,849766897.6,2024,2,17,48,4,2
1131,7.150844705,6986,562154834,2024,2,17,48,4,5
1132,9.083177733,9290,96534284.12,2024,2,17,48,1,5
1133,1.319642086,6463,726514669.2,2024,2,17,48,1,1
1134,7.344217778,8086,535636567.1,2024,2,17,48,1,1
1135,2.1650793,9454,343781985.4,2024,2,17,48,4,5
1136,9.957395419,2942,101484645.9,2024,2,17,48,1,4
1137,3.118798491,3061,846582828.8,2024,2,17,48,0,5
1138,1.315780055,3222,748656809.4,2024,2,17,48,1,0
1139,5.118717679,2049,375478913.6,2024,2,17,48,1,4
1140,6.727777532,5869,706504159.4,2024,2,17,48,3,2
1141,3.043864815,5084,391128481.4,2024,2,17,48,4,2
1142,8.116589326,5051,47531695.15,2024,2,17,48,3,2
1143,8.824558136,2482,995651146.6,2024,2,17,48,0,0
1144,8.862376914,6269,675616334.3,2024,2,17,48,2,5
1145,8.245553814,7629,947022128.1,2024,2,17,48,4,3
1146,4.535489747,5297,251567848.8,2024,2,17,48,4,1
1147,2.133578188,7840,91734358.99,2024,2,17,48,3,2
1148,1.233828845,4978,874939120.3,2024,2,17,48,4,1
1149,6.245774258,1944,732503228.1,2024,2,17,48,3,5
1150,1.410305229,6910,647358465.3,2024,2,17,48,0,4
1151,9.02577602,9063,967482356.8,2024,2,17,48,3,0
1152,8.694982011,9014,112731931.8,2024,2,17,48,4,5
1153,6.789808575,673,136240340.5,2024,2,18,49,0,5
1154,5.443985456,3105,540831966,2024,2,18,49,1,1
1155,9.310728244,9803,71112322.31,2024,2,18,49,2,1
1156,9.295558792,7166,750122526.3,2024,2,18,49,4,1
1157,2.1692714,2909,162509031.6,2024,2,18,49,0,0
1158,4.406185966,9692,346408881.1,2024,2,18,49,4,5
1159,8.288173631,7023,537499386.8,2024,2,18,49,1,3
1160,9.287040157,1664,130324848.4,2024,2,18,49,3,3
1161,3.832989946,7159,357233890.2,2024,2,18,49,0,3
1162,8.957040267,9158,399983517.2,2024,2,18,49,3,1
1163,7.386851761,304,331593756.4,2024,2,18,49,1,4
1164,4.985184777,7665,751676301.6,2024,2,18,49,4,1
1165,5.10847291,6499,803132849.3,2024,2,18,49,2,1
1166,2.468476843,9285,266501486.4,2024,2,18,49,0,2
1167,5.974444177,934,47646813.09,2024,2,18,49,0,3
1168,6.347338044,6269,124402226.2,2024,2,18,49,4,0
1169,2.837091867,4444,953051942.8,2024,2,18,49,3,3
1170,5.825814097,6024,312239713.1,2024,2,18,49,1,1
1171,7.717934913,5470,666120546,2024,2,18,49,1,4
1172,8.119496653,3532,449047847,2024,2,18,49,0,2
1173,1.781832987,6541,620074997.9,2024,2,18,49,0,5
1174,8.274080545,654,486984849.5,2024,2,18,49,0,2
1175,4.39130532,9500,790649469.8,2024,2,18,49,2,0
1176,4.387438621,6681,42051438.38,2024,2,18,49,4,2
1177,6.081976787,3129,78089639,2024,2,19,50,1,0
1178,8.043224238,3178,629627064.2,2024,2,19,50,2,3
1179,4.71934012,8311,550973607.3,2024,2,19,50,3,4
1180,9.180217387,3429,120438462.1,2024,2,19,50,1,1
1181,6.689893717,9643,649008003,2024,2,19,50,1,0
1182,9.724199335,2797,754575961,2024,2,19,50,1,3
1183,6.656820945,4195,943945785.4,2024,2,19,50,3,4
1184,4.496591133,1495,249433509.7,2024,2,19,50,0,3
1185,6.740527543,849,609060927.7,2024,2,19,50,4,0
1186,5.465917372,893,261379334.5,2024,2,19,50,0,3
1187,1.964758092,2316,665502034.5,2024,2,19,50,2,2
1188,5.996373985,2178,517762205.8,2024,2,19,50,4,4
1189,4.092254459,4380,688794339,2024,2,19,50,3,3
1190,6.303965927,4780,851643639.6,2024,2,19,50,0,1
1191,4.553598875,9602,31918638.7,2024,2,19,50,2,2
1192,3.402858056,6201,283558664.7,2024,2,19,50,4,0
1193,3.153846783,6909,272568412,2024,2,19,50,0,3
1194,3.35538113,848,628540544.2,2024,2,19,50,1,1
1195,3.765051635,5349,205448059.8,2024,2,19,50,0,5
1196,3.661605904,3699,719459907.8,2024,2,19,50,2,2
1197,4.630620252,1414,794105028.9,2024,2,19,50,4,4
1198,9.823598558,2677,879321255.7,2024,2,19,50,2,3
1199,4.748246981,7522,519258040.2,2024,2,19,50,4,4
1200,1.311657454,3086,111204082,2024,2,19,50,4,4
1201,1.535230972,839,359582981.6,2024,2,20,51,1,0
1202,3.98782842,2054,918556936.1,2024,2,20,51,4,3
1203,1.792631731,448,357845029.5,2024,2,20,51,0,4
1204,4.542372876,1501,755711030.1,2024,2,20,51,2,2
1205,8.319087507,4670,551066308.1,2024,2,20,51,2,5
1206,9.375535602,1428,385043361.2,2024,2,20,51,4,2
1207,1.081244872,7991,997069002.9,2024,2,20,51,2,2
1208,7.718841219,5222,273848736.5,2024,2,20,51,0,0
1209,7.015507561,9930,345103794.1,2024,2,20,51,3,0
1210,3.595495605,398,281505823.3,2024,2,20,51,1,1
1211,2.139671494,9523,489890850.5,2024,2,20,51,0,5
1212,8.403252827,4703,548037657.6,2024,2,20,51,3,0
1213,3.846137901,6334,797235899.4,2024,2,20,51,2,2
1214,6.922822079,1047,69720339.24,2024,2,20,51,0,0
1215,9.891910585,3600,385583443.6,2024,2,20,51,4,1
1216,7.980642412,4535,401218958.6,2024,2,20,51,3,3
1217,3.147929396,3092,631543584.2,2024,2,20,51,1,2
1218,9.714278536,8303,731039292.3,2024,2,20,51,3,0
1219,5.557114177,5679,656008903.1,2024,2,20,51,2,3
1220,5.392629041,2227,124169878.3,2024,2,20,51,0,3
1221,1.748207497,7978,538637855,2024,2,20,51,3,5
1222,4.498437466,7253,493541169.6,2024,2,20,51,0,5
1223,6.434181058,4482,894462412.4,2024,2,20,51,0,5
1224,7.675673922,5858,712528875.8,2024,2,20,51,1,0
1225,3.649577463,8115,931970605.1,2024,2,21,52,2,1
1226,8.062435099,2149,695605530.7,2024,2,21,52,2,1
1227,7.273592289,9128,241421096,2024,2,21,52,1,4
1228,6.481704155,9022,484624574,2024,2,21,52,0,4
1229,6.459062026,6738,177778855.8,2024,2,21,52,4,0
1230,6.610354572,3400,785117728.7,2024,2,21,52,2,3
1231,3.876848547,9043,642391514.8,2024,2,21,52,3,4
1232,7.260012972,6460,475026094,2024,2,21,52,0,1
1233,4.171069364,6032,597395252.1,2024,2,21,52,1,3
1234,7.91631251,1007,992101487.5,2024,2,21,52,4,0
1235,3.619521051,3520,46267788.46,2024,2,21,52,4,1
1236,3.045387931,5189,912393055.7,2024,2,21,52,0,4
1237,7.244969843,3112,888213031,2024,2,21,52,3,2
1238,7.779475466,1539,809513698.1,2024,2,21,52,4,0
1239,1.489567076,2944,452027204,2024,2,21,52,1,1
1240,2.90516555,796,88642902.54,2024,2,21,52,0,5
1241,8.474370726,6407,309283288.6,2024,2,21,52,0,4
1242,7.992664879,6723,410046536.8,2024,2,21,52,3,4
1243,2.265809129,2274,204597762.9,2024,2,21,52,0,5
1244,5.067951049,5073,358037418.3,2024,2,21,52,0,5
1245,4.030259584,5786,959760927,2024,2,21,52,1,3
1246,9.685015597,4389,640704632.4,2024,2,21,52,2,1
1247,2.826539563,5769,379384899.8,2024,2,21,52,4,4
1248,7.324139427,3082,187970277.1,2024,2,21,52,4,3
1249,8.336556972,9827,212889746.7,2024,2,22,53,1,5
1250,6.051242216,443,821523514.9,2024,2,22,53,4,1
1251,3.384478359,8696,233450128.2,2024,2,22,53,3,0
1252,5.990653581,3768,867293179.9,2024,2,22,53,4,0
1253,3.513081026,4444,439081884.5,2024,2,22,53,2,2
1254,6.534298035,2533,249670269.8,2024,2,22,53,4,2
1255,2.448641166,4404,340321415.5,2024,2,22,53,0,0
1256,2.915289985,1298,854031750.5,2024,2,22,53,4,3
1257,1.79773949,4079,850245975.2,2024,2,22,53,2,2
1258,2.645871426,5317,50018538.41,2024,2,22,53,1,1
1259,5.499652002,5925,694269674.4,2024,2,22,53,4,3
1260,2.618869112,2037,716354652,2024,2,22,53,2,4
1261,8.955020689,6785,260771103.1,2024,2,22,53,2,1
1262,4.641298705,6826,201447703,2024,2,22,53,2,4
1263,5.09123275,9402,971638524.8,2024,2,22,53,1,2
1264,3.122561464,637,926768844.9,2024,2,22,53,4,1
1265,3.248232859,7792,97486752.06,2024,2,22,53,1,0
1266,2.817973872,4174,207175243.9,2024,2,22,53,4,3
1267,8.457425072,3695,254490363,2024,2,22,53,4,1
1268,6.318950229,376,733734592.7,2024,2,22,53,2,0
1269,2.339562912,8879,188667658.1,2024,2,22,53,0,1
1270,7.468794563,1853,651052785.3,2024,2,22,53,3,0
1271,5.397884259,3949,435142134.7,2024,2,22,53,4,5
1272,4.520382586,4758,439313017.2,2024,2,22,53,0,5
1273,2.83495452,8652,936833244.2,2024,2,23,54,3,1
1274,3.169079859,436,407261238.9,2024,2,23,54,2,4
1275,6.583100618,8643,387527990,2024,2,23,54,2,3
1276,6.737897171,6011,382892846.4,2024,2,23,54,2,0
1277,8.944303967,6742,330355193.7,2024,2,23,54,2,5
1278,1.582706746,1668,503610890.2,2024,2,23,54,4,0
1279,2.112067246,7139,429086867.1,2024,2,23,54,1,1
1280,9.078135279,1019,832399231.7,2024,2,23,54,4,3
1281,7.175330003,4972,960251534.5,2024,2,23,54,3,5
1282,1.072474013,6706,673063213.8,2024,2,23,54,2,4
1283,5.169838767,1898,145861324.7,2024,2,23,54,2,0
1284,7.454797605,100,740714861.1,2024,2,23,54,4,0
1285,6.977781704,1655,120455276.7,2024,2,23,54,1,2
1286,8.211119539,3647,895408292.9,2024,2,23,54,4,2
1287,7.593070518,1049,429413621.3,2024,2,23,54,3,5
1288,7.832172825,5303,796212055.7,2024,2,23,54,2,2
1289,4.741755032,9640,975910255.4,2024,2,23,54,4,5
1290,1.042593806,9743,169613493.5,2024,2,23,54,4,5
1291,1.410899339,8196,609126086.9,2024,2,23,54,4,5
1292,6.203365804,2106,106064575.1,2024,2,23,54,0,2
1293,5.528765584,1055,374720530.7,2024,2,23,54,1,4
1294,8.774746091,7128,225824313.2,2024,2,23,54,0,0
1295,6.152752665,6893,667526463.8,2024,2,23,54,3,5
1296,6.04878702,3203,697777303.4,2024,2,23,54,3,2
1297,3.209135466,8609,23309042.7,2024,2,24,55,4,0
1298,3.914491453,5057,146928195.8,2024,2,24,55,4,3
1299,6.336450459,5454,499658619.6,2024,2,24,55,4,0
1300,3.390577042,5198,460816175.1,2024,2,24,55,2,4
1301,1.034231979,8756,974200449.3,2024,2,24,55,2,2
1302,6.685720318,5778,946594700.3,2024,2,24,55,4,3
1303,8.764241291,2887,961272216.5,2024,2,24,55,3,3
1304,7.867494236,659,325435172,2024,2,24,55,0,0
1305,6.384881206,3839,706076087.5,2024,2,24,55,2,1
1306,1.807958784,3973,778247620.7,2024,2,24,55,0,2
1307,4.491575066,4669,135371952.5,2024,2,24,55,2,4
1308,5.472518327,781,908760527.5,2024,2,24,55,1,1
1309,4.428135731,4072,830283214.3,2024,2,24,55,1,1
1310,8.505296837,7871,490037041.2,2024,2,24,55,4,3
1311,3.901827707,1738,813248567.8,2024,2,24,55,3,3
1312,2.944657108,2096,709282364.2,2024,2,24,55,1,3
1313,4.085625524,7132,86519021.27,2024,2,24,55,2,4
1314,4.878749285,4404,411587134.7,2024,2,24,55,3,3
1315,1.100918372,6795,279914014.3,2024,2,24,55,4,0
1316,8.04534889,6855,130849310,2024,2,24,55,2,5
1317,1.514583833,8895,213127453.1,2024,2,24,55,2,4
1318,1.227337465,6815,483921128.1,2024,2,24,55,2,4
1319,9.771500555,9401,551269693.5,2024,2,24,55,2,2
1320,3.682928685,9523,969764500.7,2024,2,24,55,3,2
1321,9.350416084,2639,766434490.4,2024,2,25,56,1,5
1322,5.521319335,3360,385478771.5,2024,2,25,56,3,1
1323,7.673194183,7917,295970534.3,2024,2,25,56,0,3
1324,4.324856891,4147,369331524.1,2024,2,25,56,1,4
1325,1.785429852,7297,691875314.3,2024,2,25,56,1,2
1326,6.058006711,3480,37176037.64,2024,2,25,56,0,0
1327,5.160154372,7733,108543925,2024,2,25,56,3,5
1328,2.186944423,9043,613488761.8,2024,2,25,56,1,3
1329,1.458251057,6337,106243979.6,2024,2,25,56,1,2
1330,7.66597908,3418,706896531,2024,2,25,56,1,5
1331,4.955505056,6033,549788468.8,2024,2,25,56,3,2
1332,1.147718336,7746,328318939.4,2024,2,25,56,3,2
1333,9.216229975,3779,482645570.4,2024,2,25,56,0,4
1334,8.992137084,5852,464999709.1,2024,2,25,56,2,0
1335,9.062475365,1027,763494211.2,2024,2,25,56,3,1
1336,2.419864385,5356,235321692.6,2024,2,25,56,1,2
1337,5.611512565,805,108421353.2,2024,2,25,56,1,0
1338,8.65086133,4882,263650093.5,2024,2,25,56,4,0
1339,7.171793275,5397,146772029.5,2024,2,25,56,2,4
1340,4.487081437,4703,37440862,2024,2,25,56,1,1
1341,2.487392467,8930,227649941.4,2024,2,25,56,0,0
1342,1.924172749,2393,422638334.9,2024,2,25,56,3,2
1343,5.089997466,2619,430743655.6,2024,2,25,56,1,2
1344,9.980113967,1391,966601937.2,2024,2,25,56,2,0
1345,8.66005602,5992,169206145.5,2024,2,26,57,4,3
1346,7.777090441,2235,484170957.8,2024,2,26,57,0,1
1347,6.900958825,8584,847939703.3,2024,2,26,57,1,3
1348,2.184333257,6642,980939149.1,2024,2,26,57,1,2
1349,1.118025232,916,820078855.7,2024,2,26,57,1,4
1350,5.351791359,9790,77588528.87,2024,2,26,57,0,3
1351,5.570285188,4681,606642748.2,2024,2,26,57,3,2
1352,8.351710624,7080,684343703.2,2024,2,26,57,3,4
1353,3.255158426,8990,424109773.5,2024,2,26,57,1,0
1354,3.975832687,658,487362653.7,2024,2,26,57,4,1
1355,5.729981217,2032,597991383,2024,2,26,57,3,5
1356,5.42609438,8462,585975231.7,2024,2,26,57,0,3
1357,8.686821325,6165,770538226.7,2024,2,26,57,3,0
1358,4.202933453,3042,287783814,2024,2,26,57,0,2
1359,2.647139611,7072,42151096.21,2024,2,26,57,1,4
1360,5.634449573,3881,102296865.5,2024,2,26,57,1,1
1361,5.180213525,3920,245440155.1,2024,2,26,57,3,1
1362,5.873045795,5784,180547338.9,2024,2,26,57,3,5
1363,1.269561058,4680,402561841.8,2024,2,26,57,0,1
1364,3.639400386,1156,225977601.6,2024,2,26,57,4,3
1365,3.039890777,6575,765902257.5,2024,2,26,57,1,0
1366,1.143614362,2333,229818233.7,2024,2,26,57,2,2
1367,5.466758918,6733,72896958.18,2024,2,26,57,0,3
1368,6.498279681,1761,50158610.73,2024,2,26,57,2,2
1369,9.445268824,4114,418103814,2024,2,27,58,2,0
1370,3.318775552,2042,694308916.4,2024,2,27,58,3,2
1371,7.687362438,4937,564940777.1,2024,2,27,58,4,5
1372,9.184551416,2364,922315350.6,2024,2,27,58,3,3
1373,8.31126594,4501,912356105.3,2024,2,27,58,0,2
1374,7.550177982,6698,435049655.3,2024,2,27,58,0,3
1375,1.882160272,6342,98726084.05,2024,2,27,58,0,2
1376,4.482808056,3806,581398481,2024,2,27,58,4,2
1377,4.008265246,8308,9092737.886,2024,2,27,58,0,1
1378,3.708993865,8268,129948487.8,2024,2,27,58,2,5
1379,4.577371846,9738,202454498.7,2024,2,27,58,4,2
1380,7.757753233,1545,171077531.5,2024,2,27,58,4,5
1381,9.843501943,4518,54671877.41,2024,2,27,58,3,1
1382,1.194181472,1413,335451214.9,2024,2,27,58,1,0
1383,2.766415151,1554,69091311.71,2024,2,27,58,0,4
1384,5.787629511,9208,569309117.4,2024,2,27,58,4,0
1385,5.73026254,1562,42593929.2,2024,2,27,58,1,2
1386,9.013170978,3598,415091215.2,2024,2,27,58,1,0
1387,1.673065198,5254,425684353.2,2024,2,27,58,0,2
1388,4.273289093,1116,959254913.8,2024,2,27,58,1,4
1389,6.135501508,4412,69438459.56,2024,2,27,58,2,0
1390,6.507858587,967,295728552.9,2024,2,27,58,2,3
1391,5.072933935,3871,193625339.1,2024,2,27,58,1,4
1392,7.399982501,3465,310489416.5,2024,2,27,58,4,3
1393,2.031062669,2939,146241583.6,2024,2,28,59,4,0
1394,2.253630116,4330,343461196.1,2024,2,28,59,1,1
1395,9.091677967,5537,8119478.44,2024,2,28,59,3,2
1396,3.576609723,9445,639723166.1,2024,2,28,59,4,2
1397,9.155719054,6216,668271173,2024,2,28,59,2,5
1398,4.636176961,500,572269215.9,2024,2,28,59,0,3
1399,5.007138721,6707,823863520.7,2024,2,28,59,4,1
1400,2.220196595,5220,99816250.64,2024,2,28,59,0,4
1401,3.015595921,5510,95516649.92,2024,2,28,59,0,2
1402,9.971911521,1673,146012898.8,2024,2,28,59,0,3
1403,7.026995118,164,821220461.1,2024,2,28,59,3,5
1404,8.795892091,6348,635306818.5,2024,2,28,59,4,4
1405,4.245503831,6048,69757768.15,2024,2,28,59,2,0
1406,8.737809104,2739,384239107,2024,2,28,59,2,2
1407,2.96145647,3567,578338170.3,2024,2,28,59,2,4
1408,3.356135672,2252,491515945.9,2024,2,28,59,2,5
1409,2.295891777,6800,470572042,2024,2,28,59,3,2
1410,4.305825242,5719,537307635.4,2024,2,28,59,3,5
1411,3.467931242,7412,791153360,2024,2,28,59,2,4
1412,1.309898718,4095,451260785.2,2024,2,28,59,4,0
1413,1.183844363,9636,838205301.4,2024,2,28,59,1,1
1414,6.259505582,334,267965694,2024,2,28,59,2,3
1415,2.627583171,8642,450075723.1,2024,2,28,59,2,4
1416,6.098761267,970,771115674.9,2024,2,28,59,4,0
1417,9.99967113,6660,561920088.7,2024,2,29,60,2,3
1418,9.490309806,2049,987443797.7,2024,2,29,60,1,3
1419,8.83443159,8494,266715332.8,2024,2,29,60,2,0
1420,4.513136958,5230,372028268.6,2024,2,29,60,3,0
1421,1.493293391,3902,53105453.64,2024,2,29,60,1,1
1422,7.698015234,525,175447289.3,2024,2,29,60,0,1
1423,2.638564335,9972,406255022.6,2024,2,29,60,1,4
1424,2.183449957,9318,768522476.8,2024,2,29,60,4,4
1425,5.937325675,7600,420190157.6,2024,2,29,60,4,4
1426,4.302186388,7882,113784164.9,2024,2,29,60,2,1
1427,4.918667542,2849,815474700.4,2024,2,29,60,2,5
1428,4.27958465,9782,597617123.8,2024,2,29,60,0,3
1429,9.785615562,8013,850427874.4,2024,2,29,60,1,0
1430,3.01354363,9844,332525882,2024,2,29,60,2,2
1431,2.508739972,8011,404367602.9,2024,2,29,60,4,2
1432,6.74811806,5844,594682172,2024,2,29,60,2,0
1433,8.151585854,9352,148163106.2,2024,2,29,60,4,2
1434,2.19462647,3773,700818158.4,2024,2,29,60,2,1
1435,9.81908185,841,5403263.078,2024,2,29,60,0,2
1436,1.41155614,2144,512643747.4,2024,2,29,60,4,4
1437,8.98108389,1160,390028069.6,2024,2,29,60,2,5
1438,9.832566291,336,575910183.4,2024,2,29,60,4,5
1439,9.213809245,7847,808043746.6,2024,2,29,60,2,5
1440,3.137901396,5936,268570741.5,2024,2,29,60,0,5
1441,1.846863665,7236,674584057.1,2024,3,1,61,0,5
1442,9.180117118,7139,845491833.6,2024,3,1,61,1,0
1443,5.878122,6101,516547218.4,2024,3,1,61,2,5
1444,2.758715146,4217,328655290.3,2024,3,1,61,1,4
1445,9.610773739,3889,201739223,2024,3,1,61,0,1
1446,6.225878211,1859,127872862.9,2024,3,1,61,1,0
1447,5.012638043,6855,57526160.06,2024,3,1,61,1,3
1448,2.53045129,9473,397882498,2024,3,1,61,1,4
1449,1.213045764,4130,834485463.3,2024,3,1,61,3,1
1450,7.460997398,6387,252429247.7,2024,3,1,61,3,0
1451,7.549602223,1035,102976795.4,2024,3,1,61,1,0
1452,4.985444907,2143,986407273.6,2024,3,1,61,2,1
1453,3.260497634,6916,806834873.8,2024,3,1,61,3,2
1454,7.659327739,8811,412771041.5,2024,3,1,61,3,3
1455,4.285809583,4905,924134764.4,2024,3,1,61,2,5
1456,1.277914959,6628,730259686.2,2024,3,1,61,1,4
1457,8.091407235,5811,148448028,2024,3,1,61,0,2
1458,2.202774208,3349,131129774.2,2024,3,1,61,2,1
1459,2.355366142,2517,175300906.3,2024,3,1,61,4,5
1460,5.265511461,3862,752716806.1,2024,3,1,61,1,2
1461,7.894206293,1769,166017837.2,2024,3,1,61,1,5
1462,6.757108614,4319,755311311.6,2024,3,1,61,2,5
1463,6.633967938,6988,676078805.9,2024,3,1,61,0,1
1464,2.956613446,7462,659762494.8,2024,3,1,61,2,5
1465,4.664191089,5217,400844915.5,2024,3,2,62,4,3
1466,6.603496638,6882,834533038,2024,3,2,62,0,4
1467,9.637112472,1733,319291405,2024,3,2,62,2,4
1468,6.682656656,4849,668420554.6,2024,3,2,62,2,4
1469,9.245800025,8032,357053323.4,2024,3,2,62,2,5
1470,1.401281117,8876,601215818,2024,3,2,62,4,0
1471,4.685267861,1188,315593348,2024,3,2,62,2,0
1472,4.021642887,4511,448145792.9,2024,3,2,62,2,0
1473,9.804176472,8064,371260481.8,2024,3,2,62,3,4
1474,3.419370138,9223,931116342.1,2024,3,2,62,4,5
1475,6.264488394,9814,555328672.7,2024,3,2,62,1,0
1476,8.811095882,8259,936209459.6,2024,3,2,62,3,2
1477,4.316169644,7324,689564642.5,2024,3,2,62,1,3
1478,9.493787775,6113,993005365.7,2024,3,2,62,0,0
1479,6.28046171,9684,647996550.2,2024,3,2,62,3,5
1480,7.397922628,6437,527240610.5,2024,3,2,62,4,5
1481,4.193291295,480,369730860.2,2024,3,2,62,3,2
1482,8.522154722,1963,593296721.4,2024,3,2,62,2,4
1483,5.296547151,8240,555282910.6,2024,3,2,62,2,2
1484,6.155733468,5108,171227762.7,2024,3,2,62,1,1
1485,2.567931568,8358,357377252.3,2024,3,2,62,3,2
1486,7.4698521,555,682099491.7,2024,3,2,62,4,0
1487,7.802702237,1419,938350055.3,2024,3,2,62,1,3
1488,5.443463081,2636,367028851.7,2024,3,2,62,3,2
1489,4.586898593,7916,876561161.4,2024,3,3,63,4,5
1490,2.434247587,758,955832066.3,2024,3,3,63,0,3
1491,7.946109763,3362,30401921.85,2024,3,3,63,4,4
1492,6.011272125,5842,75594661.42,2024,3,3,63,1,5
1493,6.749700923,2457,178922923.4,2024,3,3,63,1,4
1494,3.500438721,8988,396315896.7,2024,3,3,63,1,5
1495,2.697602955,6046,345043269.5,2024,3,3,63,2,3
1496,8.758889254,4735,921954039.7,2024,3,3,63,1,0
1497,1.426288411,6825,584348498.3,2024,3,3,63,2,4
1498,3.204703064,1973,530674661.6,2024,3,3,63,4,4
1499,6.292106327,2346,174617317.7,2024,3,3,63,2,4
